STATE,COUNTY,precinct,office,district,party,candidate,votes
Kansas,Labette,City of Chetopa W1,Secretary of State,,D,Jean Schodorf,32
Kansas,Labette,City of Chetopa W2,Secretary of State,,D,Jean Schodorf,27
Kansas,Labette,City of Chetopa W3,Secretary of State,,D,Jean Schodorf,41
Kansas,Labette,City of Oswego W1,Secretary of State,,D,Jean Schodorf,55
Kansas,Labette,City of Oswego W2,Secretary of State,,D,Jean Schodorf,61
Kansas,Labette,City of Oswego W3,Secretary of State,,D,Jean Schodorf,43
Kansas,Labette,Canada,Secretary of State,,D,Jean Schodorf,23
Kansas,Labette,Elm Grove,Secretary of State,,D,Jean Schodorf,57
Kansas,Labette,Fairview,Secretary of State,,D,Jean Schodorf,19
Kansas,Labette,Hackberry,Secretary of State,,D,Jean Schodorf,27
Kansas,Labette,Howard,Secretary of State,,D,Jean Schodorf,41
Kansas,Labette,Labette,Secretary of State,,D,Jean Schodorf,34
Kansas,Labette,Liberty,Secretary of State,,D,Jean Schodorf,44
Kansas,Labette,Montana,Secretary of State,,D,Jean Schodorf,17
Kansas,Labette,Mound Valley,Secretary of State,,D,Jean Schodorf,80
Kansas,Labette,Mt Pleasant,Secretary of State,,D,Jean Schodorf,143
Kansas,Labette,Neosho,Secretary of State,,D,Jean Schodorf,21
Kansas,Labette,North,Secretary of State,,D,Jean Schodorf,86
Kansas,Labette,Osage,Secretary of State,,D,Jean Schodorf,71
Kansas,Labette,Oswego,Secretary of State,,D,Jean Schodorf,31
Kansas,Labette,Richland 1A,Secretary of State,,D,Jean Schodorf,9
Kansas,Labette,Richland 1B,Secretary of State,,D,Jean Schodorf,3
Kansas,Labette,Richland 7,Secretary of State,,D,Jean Schodorf,20
Kansas,Labette,Walton,Secretary of State,,D,Jean Schodorf,107
Kansas,Labette,W1P1,Attorney General,,R,Derek Schmidt,152
Kansas,Labette,W1P2,Attorney General,,R,Derek Schmidt,67
Kansas,Labette,W1P3,Attorney General,,R,Derek Schmidt,44
Kansas,Labette,W2P1,Attorney General,,R,Derek Schmidt,51
Kansas,Labette,W2P2,Attorney General,,R,Derek Schmidt,114
Kansas,Labette,W2P3,Attorney General,,R,Derek Schmidt,102
Kansas,Labette,W3P1,Attorney General,,R,Derek Schmidt,48
Kansas,Labette,W3P2,Attorney General,,R,Derek Schmidt,118
Kansas,Labette,W3P3,Attorney General,,R,Derek Schmidt,114
Kansas,Labette,W3P4,Attorney General,,R,Derek Schmidt,144
Kansas,Labette,W4P1,Attorney General,,R,Derek Schmidt,70
Kansas,Labette,W4P2,Attorney General,,R,Derek Schmidt,86
Kansas,Labette,W4P3,Attorney General,,R,Derek Schmidt,59
Kansas,Labette,W4P4,Attorney General,,R,Derek Schmidt,135
Kansas,Labette,City of Chetopa W1,Attorney General,,R,Derek Schmidt,45
Kansas,Labette,City of Chetopa W2,Attorney General,,R,Derek Schmidt,48
Kansas,Labette,City of Chetopa W3,Attorney General,,R,Derek Schmidt,59
Kansas,Labette,City of Oswego W1,Attorney General,,R,Derek Schmidt,129
Kansas,Labette,City of Oswego W2,Attorney General,,R,Derek Schmidt,113
Kansas,Labette,City of Oswego W3,Attorney General,,R,Derek Schmidt,74
Kansas,Labette,Canada,Attorney General,,R,Derek Schmidt,84
Kansas,Labette,Elm Grove,Attorney General,,R,Derek Schmidt,251
Kansas,Labette,Fairview,Attorney General,,R,Derek Schmidt,64
Kansas,Labette,Hackberry,Attorney General,,R,Derek Schmidt,82
Kansas,Labette,Howard,Attorney General,,R,Derek Schmidt,110
Kansas,Labette,Labette,Attorney General,,R,Derek Schmidt,120
Kansas,Labette,Liberty,Attorney General,,R,Derek Schmidt,102
Kansas,Labette,Montana,Attorney General,,R,Derek Schmidt,44
Kansas,Labette,Mound Valley,Attorney General,,R,Derek Schmidt,197
Kansas,Labette,Mt Pleasant,Attorney General,,R,Derek Schmidt,295
Kansas,Labette,Neosho,Attorney General,,R,Derek Schmidt,46
Kansas,Labette,North,Attorney General,,R,Derek Schmidt,171
Kansas,Labette,Osage,Attorney General,,R,Derek Schmidt,171
Kansas,Labette,Oswego,Attorney General,,R,Derek Schmidt,66
Kansas,Labette,Richland 1A,Attorney General,,R,Derek Schmidt,10
Kansas,Labette,Richland 1B,Attorney General,,R,Derek Schmidt,10
Kansas,Labette,Richland 7,Attorney General,,R,Derek Schmidt,35
Kansas,Labette,Walton,Attorney General,,R,Derek Schmidt,194
Kansas,Labette,W1P1,Attorney General,,D,A J Kotich,87
Kansas,Labette,W1P2,Attorney General,,D,A J Kotich,39
Kansas,Labette,W1P3,Attorney General,,D,A J Kotich,35
Kansas,Labette,W2P1,Attorney General,,D,A J Kotich,31
Kansas,Labette,W2P2,Attorney General,,D,A J Kotich,91
Kansas,Labette,W2P3,Attorney General,,D,A J Kotich,85
Kansas,Labette,W3P1,Attorney General,,D,A J Kotich,27
Kansas,Labette,W3P2,Attorney General,,D,A J Kotich,107
Kansas,Labette,W3P3,Attorney General,,D,A J Kotich,86
Kansas,Labette,W3P4,Attorney General,,D,A J Kotich,115
Kansas,Labette,W4P1,Attorney General,,D,A J Kotich,42
Kansas,Labette,W4P2,Attorney General,,D,A J Kotich,77
Kansas,Labette,W4P3,Attorney General,,D,A J Kotich,75
Kansas,Labette,W4P4,Attorney General,,D,A J Kotich,60
Kansas,Labette,City of Chetopa W1,Attorney General,,D,A J Kotich,28
Kansas,Labette,City of Chetopa W2,Attorney General,,D,A J Kotich,22
Kansas,Labette,City of Chetopa W3,Attorney General,,D,A J Kotich,31
Kansas,Labette,City of Oswego W1,Attorney General,,D,A J Kotich,45
Kansas,Labette,City of Oswego W2,Attorney General,,D,A J Kotich,46
Kansas,Labette,City of Oswego W3,Attorney General,,D,A J Kotich,37
Kansas,Labette,Canada,Attorney General,,D,A J Kotich,14
Kansas,Labette,Elm Grove,Attorney General,,D,A J Kotich,43
Kansas,Labette,Fairview,Attorney General,,D,A J Kotich,14
Kansas,Labette,Hackberry,Attorney General,,D,A J Kotich,25
Kansas,Labette,Howard,Attorney General,,D,A J Kotich,26
Kansas,Labette,Labette,Attorney General,,D,A J Kotich,25
Kansas,Labette,Liberty,Attorney General,,D,A J Kotich,31
Kansas,Labette,Montana,Attorney General,,D,A J Kotich,16
Kansas,Labette,Mound Valley,Attorney General,,D,A J Kotich,62
Kansas,Labette,Mt Pleasant,Attorney General,,D,A J Kotich,113
Kansas,Labette,Neosho,Attorney General,,D,A J Kotich,19
Kansas,Labette,North,Attorney General,,D,A J Kotich,57
Kansas,Labette,Osage,Attorney General,,D,A J Kotich,60
Kansas,Labette,Oswego,Attorney General,,D,A J Kotich,25
Kansas,Labette,Richland 1A,Attorney General,,D,A J Kotich,8
Kansas,Labette,Richland 1B,Attorney General,,D,A J Kotich,2
Kansas,Labette,Richland 7,Attorney General,,D,A J Kotich,13
Kansas,Labette,Walton,Attorney General,,D,A J Kotich,84
Kansas,Labette,W1P1,State Treasurer,,R,Ron Estes,149
Kansas,Labette,W1P2,State Treasurer,,R,Ron Estes,61
Kansas,Labette,W1P3,State Treasurer,,R,Ron Estes,33
Kansas,Labette,W2P1,State Treasurer,,R,Ron Estes,46
Kansas,Labette,W2P2,State Treasurer,,R,Ron Estes,115
Kansas,Labette,W2P3,State Treasurer,,R,Ron Estes,85
Kansas,Labette,W3P1,State Treasurer,,R,Ron Estes,48
Kansas,Labette,W3P2,State Treasurer,,R,Ron Estes,111
Kansas,Labette,W3P3,State Treasurer,,R,Ron Estes,106
Kansas,Labette,W3P4,State Treasurer,,R,Ron Estes,146
Kansas,Labette,W4P1,State Treasurer,,R,Ron Estes,70
Kansas,Labette,W4P2,State Treasurer,,R,Ron Estes,84
Kansas,Labette,W4P3,State Treasurer,,R,Ron Estes,58
Kansas,Labette,W4P4,State Treasurer,,R,Ron Estes,131
Kansas,Labette,City of Chetopa W1,State Treasurer,,R,Ron Estes,41
Kansas,Labette,City of Chetopa W2,State Treasurer,,R,Ron Estes,47
Kansas,Labette,City of Chetopa W3,State Treasurer,,R,Ron Estes,53
Kansas,Labette,City of Oswego W1,State Treasurer,,R,Ron Estes,127
Kansas,Labette,City of Oswego W2,State Treasurer,,R,Ron Estes,102
Kansas,Labette,City of Oswego W3,State Treasurer,,R,Ron Estes,72
Kansas,Labette,Canada,State Treasurer,,R,Ron Estes,75
Kansas,Labette,Elm Grove,State Treasurer,,R,Ron Estes,244
Kansas,Labette,Fairview,State Treasurer,,R,Ron Estes,62
Kansas,Labette,Hackberry,State Treasurer,,R,Ron Estes,80
Kansas,Labette,Howard,State Treasurer,,R,Ron Estes,96
Kansas,Labette,Labette,State Treasurer,,R,Ron Estes,114
Kansas,Labette,Liberty,State Treasurer,,R,Ron Estes,102
Kansas,Labette,Montana,State Treasurer,,R,Ron Estes,40
Kansas,Labette,Mound Valley,State Treasurer,,R,Ron Estes,185
Kansas,Labette,Mt Pleasant,State Treasurer,,R,Ron Estes,279
Kansas,Labette,Neosho,State Treasurer,,R,Ron Estes,44
Kansas,Labette,North,State Treasurer,,R,Ron Estes,160
Kansas,Labette,Osage,State Treasurer,,R,Ron Estes,166
Kansas,Labette,Oswego,State Treasurer,,R,Ron Estes,62
Kansas,Labette,Richland 1A,State Treasurer,,R,Ron Estes,12
Kansas,Labette,Richland 1B,State Treasurer,,R,Ron Estes,10
Kansas,Labette,Richland 7,State Treasurer,,R,Ron Estes,34
Kansas,Labette,Walton,State Treasurer,,R,Ron Estes,190
Kansas,Labette,W1P1,State Treasurer,,D,Carmen Alldritt,88
Kansas,Labette,W1P2,State Treasurer,,D,Carmen Alldritt,41
Kansas,Labette,W1P3,State Treasurer,,D,Carmen Alldritt,44
Kansas,Labette,W2P1,State Treasurer,,D,Carmen Alldritt,35
Kansas,Labette,W2P2,State Treasurer,,D,Carmen Alldritt,89
Kansas,Labette,W2P3,State Treasurer,,D,Carmen Alldritt,97
Kansas,Labette,W3P1,State Treasurer,,D,Carmen Alldritt,26
Kansas,Labette,W3P2,State Treasurer,,D,Carmen Alldritt,112
Kansas,Labette,W3P3,State Treasurer,,D,Carmen Alldritt,90
Kansas,Labette,W3P4,State Treasurer,,D,Carmen Alldritt,108
Kansas,Labette,W4P1,State Treasurer,,D,Carmen Alldritt,42
Kansas,Labette,W4P2,State Treasurer,,D,Carmen Alldritt,73
Kansas,Labette,W4P3,State Treasurer,,D,Carmen Alldritt,72
Kansas,Labette,W4P4,State Treasurer,,D,Carmen Alldritt,65
Kansas,Labette,City of Chetopa W1,State Treasurer,,D,Carmen Alldritt,30
Kansas,Labette,City of Chetopa W2,State Treasurer,,D,Carmen Alldritt,23
Kansas,Labette,City of Chetopa W3,State Treasurer,,D,Carmen Alldritt,33
Kansas,Labette,City of Oswego W1,State Treasurer,,D,Carmen Alldritt,48
Kansas,Labette,City of Oswego W2,State Treasurer,,D,Carmen Alldritt,55
Kansas,Labette,City of Oswego W3,State Treasurer,,D,Carmen Alldritt,38
Kansas,Labette,Canada,State Treasurer,,D,Carmen Alldritt,22
Kansas,Labette,Elm Grove,State Treasurer,,D,Carmen Alldritt,49
Kansas,Labette,Fairview,State Treasurer,,D,Carmen Alldritt,16
Kansas,Labette,Hackberry,State Treasurer,,D,Carmen Alldritt,24
Kansas,Labette,Howard,State Treasurer,,D,Carmen Alldritt,37
Kansas,Labette,Labette,State Treasurer,,D,Carmen Alldritt,32
Kansas,Labette,Liberty,State Treasurer,,D,Carmen Alldritt,34
Kansas,Labette,Montana,State Treasurer,,D,Carmen Alldritt,19
Kansas,Labette,Mound Valley,State Treasurer,,D,Carmen Alldritt,68
Kansas,Labette,Mt Pleasant,State Treasurer,,D,Carmen Alldritt,126
Kansas,Labette,Neosho,State Treasurer,,D,Carmen Alldritt,19
Kansas,Labette,North,State Treasurer,,D,Carmen Alldritt,64
Kansas,Labette,Osage,State Treasurer,,D,Carmen Alldritt,63
Kansas,Labette,Oswego,State Treasurer,,D,Carmen Alldritt,27
Kansas,Labette,Richland 1A,State Treasurer,,D,Carmen Alldritt,7
Kansas,Labette,Richland 1B,State Treasurer,,D,Carmen Alldritt,2
Kansas,Labette,Richland 7,State Treasurer,,D,Carmen Alldritt,15
Kansas,Labette,Walton,State Treasurer,,D,Carmen Alldritt,84
Kansas,Labette,W1P1,Insurance Commissioner,,R,Ken Selzer,134
Kansas,Labette,W1P2,Insurance Commissioner,,R,Ken Selzer,65
Kansas,Labette,W1P3,Insurance Commissioner,,R,Ken Selzer,38
Kansas,Labette,W2P1,Insurance Commissioner,,R,Ken Selzer,43
Kansas,Labette,W2P2,Insurance Commissioner,,R,Ken Selzer,113
Kansas,Labette,W2P3,Insurance Commissioner,,R,Ken Selzer,87
Kansas,Labette,W3P1,Insurance Commissioner,,R,Ken Selzer,45
Kansas,Labette,W3P2,Insurance Commissioner,,R,Ken Selzer,96
Kansas,Labette,W3P3,Insurance Commissioner,,R,Ken Selzer,99
Kansas,Labette,W3P4,Insurance Commissioner,,R,Ken Selzer,133
Kansas,Labette,W4P1,Insurance Commissioner,,R,Ken Selzer,69
Kansas,Labette,W4P2,Insurance Commissioner,,R,Ken Selzer,75
Kansas,Labette,W4P3,Insurance Commissioner,,R,Ken Selzer,54
Kansas,Labette,W4P4,Insurance Commissioner,,R,Ken Selzer,120
Kansas,Labette,City of Chetopa W1,Insurance Commissioner,,R,Ken Selzer,38
Kansas,Labette,City of Chetopa W2,Insurance Commissioner,,R,Ken Selzer,48
Kansas,Labette,City of Chetopa W3,Insurance Commissioner,,R,Ken Selzer,46
Kansas,Labette,City of Oswego W1,Insurance Commissioner,,R,Ken Selzer,119
Kansas,Labette,City of Oswego W2,Insurance Commissioner,,R,Ken Selzer,90
Kansas,Labette,City of Oswego W3,Insurance Commissioner,,R,Ken Selzer,62
Kansas,Labette,Canada,Insurance Commissioner,,R,Ken Selzer,73
Kansas,Labette,Elm Grove,Insurance Commissioner,,R,Ken Selzer,235
Kansas,Labette,Fairview,Insurance Commissioner,,R,Ken Selzer,60
Kansas,Labette,Hackberry,Insurance Commissioner,,R,Ken Selzer,78
Kansas,Labette,Howard,Insurance Commissioner,,R,Ken Selzer,96
Kansas,Labette,Labette,Insurance Commissioner,,R,Ken Selzer,113
Kansas,Labette,Liberty,Insurance Commissioner,,R,Ken Selzer,93
Kansas,Labette,Montana,Insurance Commissioner,,R,Ken Selzer,38
Kansas,Labette,Mound Valley,Insurance Commissioner,,R,Ken Selzer,174
Kansas,Labette,Mt Pleasant,Insurance Commissioner,,R,Ken Selzer,265
Kansas,Labette,Neosho,Insurance Commissioner,,R,Ken Selzer,41
Kansas,Labette,North,Insurance Commissioner,,R,Ken Selzer,142
Kansas,Labette,Osage,Insurance Commissioner,,R,Ken Selzer,156
Kansas,Labette,Oswego,Insurance Commissioner,,R,Ken Selzer,61
Kansas,Labette,Richland 1A,Insurance Commissioner,,R,Ken Selzer,9
Kansas,Labette,Richland 1B,Insurance Commissioner,,R,Ken Selzer,10
Kansas,Labette,Richland 7,Insurance Commissioner,,R,Ken Selzer,29
Kansas,Labette,Walton,Insurance Commissioner,,R,Ken Selzer,176
Kansas,Labette,W1P1,Insurance Commissioner,,D,Dennis Anderson,100
Kansas,Labette,W1P2,Insurance Commissioner,,D,Dennis Anderson,39
Kansas,Labette,W1P3,Insurance Commissioner,,D,Dennis Anderson,37
Kansas,Labette,W2P1,Insurance Commissioner,,D,Dennis Anderson,38
Kansas,Labette,W2P2,Insurance Commissioner,,D,Dennis Anderson,92
Kansas,Labette,W2P3,Insurance Commissioner,,D,Dennis Anderson,94
Kansas,Labette,W3P1,Insurance Commissioner,,D,Dennis Anderson,30
Kansas,Labette,W3P2,Insurance Commissioner,,D,Dennis Anderson,124
Kansas,Labette,W3P3,Insurance Commissioner,,D,Dennis Anderson,100
Kansas,Labette,W3P4,Insurance Commissioner,,D,Dennis Anderson,118
Kansas,Labette,W4P1,Insurance Commissioner,,D,Dennis Anderson,41
Kansas,Labette,W4P2,Insurance Commissioner,,D,Dennis Anderson,83
Kansas,Labette,W4P3,Insurance Commissioner,,D,Dennis Anderson,77
Kansas,Labette,W4P4,Insurance Commissioner,,D,Dennis Anderson,73
Kansas,Labette,City of Chetopa W1,Insurance Commissioner,,D,Dennis Anderson,34
Kansas,Labette,City of Chetopa W2,Insurance Commissioner,,D,Dennis Anderson,24
Kansas,Labette,City of Chetopa W3,Insurance Commissioner,,D,Dennis Anderson,41
Kansas,Labette,City of Oswego W1,Insurance Commissioner,,D,Dennis Anderson,53
Kansas,Labette,City of Oswego W2,Insurance Commissioner,,D,Dennis Anderson,63
Kansas,Labette,City of Oswego W3,Insurance Commissioner,,D,Dennis Anderson,41
Kansas,Labette,Canada,Insurance Commissioner,,D,Dennis Anderson,25
Kansas,Labette,Elm Grove,Insurance Commissioner,,D,Dennis Anderson,51
Kansas,Labette,Fairview,Insurance Commissioner,,D,Dennis Anderson,16
Kansas,Labette,Hackberry,Insurance Commissioner,,D,Dennis Anderson,25
Kansas,Labette,Howard,Insurance Commissioner,,D,Dennis Anderson,37
Kansas,Labette,Labette,Insurance Commissioner,,D,Dennis Anderson,31
Kansas,Labette,Liberty,Insurance Commissioner,,D,Dennis Anderson,43
Kansas,Labette,Montana,Insurance Commissioner,,D,Dennis Anderson,19
Kansas,Labette,Mound Valley,Insurance Commissioner,,D,Dennis Anderson,76
Kansas,Labette,Mt Pleasant,Insurance Commissioner,,D,Dennis Anderson,129
Kansas,Labette,Neosho,Insurance Commissioner,,D,Dennis Anderson,23
Kansas,Labette,North,Insurance Commissioner,,D,Dennis Anderson,74
Kansas,Labette,Osage,Insurance Commissioner,,D,Dennis Anderson,73
Kansas,Labette,Oswego,Insurance Commissioner,,D,Dennis Anderson,30
Kansas,Labette,Richland 1A,Insurance Commissioner,,D,Dennis Anderson,9
Kansas,Labette,Richland 1B,Insurance Commissioner,,D,Dennis Anderson,2
Kansas,Labette,Richland 7,Insurance Commissioner,,D,Dennis Anderson,20
Kansas,Labette,Walton,Insurance Commissioner,,D,Dennis Anderson,98
Kansas,Labette,W1P1,State House,H007,R,Richard J Proehl [R],211
Kansas,Labette,W1P2,State House,H007,R,Richard J Proehl [R],87
Kansas,Labette,W1P3,State House,H007,R,Richard J Proehl [R],62
Kansas,Labette,W2P1,State House,H007,R,Richard J Proehl [R],69
Kansas,Labette,W2P2,State House,H007,R,Richard J Proehl [R],178
Kansas,Labette,W2P3,State House,H007,R,Richard J Proehl [R],155
Kansas,Labette,W3P1,State House,H007,R,Richard J Proehl [R],66
Kansas,Labette,W3P2,State House,H007,R,Richard J Proehl [R],180
Kansas,Labette,W3P3,State House,H007,R,Richard J Proehl [R],171
Kansas,Labette,W3P4,State House,H007,R,Richard J Proehl [R],214
Kansas,Labette,W4P1,State House,H007,R,Richard J Proehl [R],101
Kansas,Labette,W4P2,State House,H007,R,Richard J Proehl [R],134
Kansas,Labette,W4P3,State House,H007,R,Richard J Proehl [R],109
Kansas,Labette,W4P4,State House,H007,R,Richard J Proehl [R],183
Kansas,Labette,City of Chetopa W1,State House,H001,R,Michael Houser [R],41
Kansas,Labette,City of Chetopa W2,State House,H001,R,Michael Houser [R],46
Kansas,Labette,City of Chetopa W3,State House,H001,R,Michael Houser [R],57
Kansas,Labette,City of Oswego W1,State House,H007,R,Richard J Proehl [R],152
Kansas,Labette,City of Oswego W2,State House,H007,R,Richard J Proehl [R],146
Kansas,Labette,City of Oswego W3,State House,H007,R,Richard J Proehl [R],95
Kansas,Labette,Canada,State House,H007,R,Richard J Proehl [R],89
Kansas,Labette,Elm Grove,State House,H007,R,Richard J Proehl [R],265
Kansas,Labette,Fairview,State House,H007,R,Richard J Proehl [R],65
Kansas,Labette,Hackberry,State House,H007,R,Richard J Proehl [R],81
Kansas,Labette,Howard,State House,H007,R,Richard J Proehl [R],117
Kansas,Labette,Labette,State House,H007,R,Richard J Proehl [R],132
Kansas,Labette,Liberty,State House,H007,R,Richard J Proehl [R],121
Kansas,Labette,Montana,State House,H007,R,Richard J Proehl [R],50
Kansas,Labette,Mound Valley,State House,H007,R,Richard J Proehl [R],220
Kansas,Labette,Mt Pleasant,State House,H007,R,Richard J Proehl [R],347
Kansas,Labette,Neosho,State House,H007,R,Richard J Proehl [R],55
Kansas,Labette,Norton,State House,H007,R,Richard J Proehl [R],204
Kansas,Labette,Osage,State House,H007,R,Richard J Proehl [R],211
Kansas,Labette,Oswego,State House,H007,R,Richard J Proehl [R],73
Kansas,Labette,Richland 1A,State House,H001,R,Michael Houser [R],13
Kansas,Labette,Richland 1B,State House,H001,R,Michael Houser [R],8
Kansas,Labette,Richland 7,State House,H007,R,Richard J Proehl [R],43
Kansas,Labette,Walton,State House,H007,R,Richard J Proehl [R],242
Kansas,Labette,City of Chetopa W1,State House,H001,D,Brian Caswell [D],29
Kansas,Labette,City of Chetopa W2,State House,H001,D,Brian Caswell [D],27
Kansas,Labette,City of Chetopa W3,State House,H001,D,Brian Caswell [D],38
Kansas,Labette,Richland 1A,State House,H001,D,Brian Caswell [D],6
Kansas,Labette,Richland 1B,State House,H001,D,Brian Caswell [D],5
